,Country,Name,URL
7352,US,"California State University, Channel Islands",http://www.csuci.edu/
7353,US,"California State University, Chico",http://www.csuchico.edu/
7355,US,"California State University, Fresno",http://www.csufresno.edu/
7356,US,"California State University, Fullerton",http://www.fullerton.edu/
7358,US,"California State University, Long Beach",http://www.csulb.edu/
7362,US,"California State University, Sacramento",http://www.csus.edu/
7363,US,"California State University, San Bernadino",http://www.csusb.edu/
7364,US,"California State University, San Marcos",http://www.csusm.edu/
7365,US,"California State University, Stanislaus",http://www.csustan.edu/
7368,US,California Western School of Law,http://www.cwsl.edu/
7371,US,Calvin College,http://www.calvin.edu/
7372,US,Cambridge College,http://www.cambridge.edu/
7373,US,Cameron University,http://www.cameron.edu/
7376,US,Canisius College,http://www.canisius.edu/
7377,US,Capella University,http://www.capella.edu/
7380,US,Capitol College,http://www.capitol-college.edu/
7382,US,Carleton College,http://www.carleton.edu/
7384,US,Carlow College,http://www.carlow.edu/
7386,US,Carroll College Helena,http://www.carroll.edu/
7389,US,Carthage College,http://www.carthage.edu/
7390,US,Case Western Reserve University,http://www.cwru.edu/
7392,US,Catawba College,http://www.catawba.edu/
7394,US,Cedar Crest College,http://www.cedarcrest.edu/
7395,US,Cedarville College,http://www.cedarville.edu/
7397,US,Centenary College of Louisiana,http://www.centenary.edu/
7399,US,Central Baptist College,http://www.cbc.edu/
7401,US,Central Christian College of the Bible,http://www.cccb.edu/
7403,US,Central Connecticut State University,http://www.ccsu.edu/
7404,US,Central Methodist College,http://www.cmc.edu/
7405,US,Central Michigan University,http://www.cmich.edu/
7407,US,Central Washington University,http://www.cwu.edu/
7408,US,Centre College,http://www.centre.edu/
7409,US,Chadron State College,http://www.csc.edu/
7410,US,Chaminade University of Honolulu,http://www.chaminade.edu/
7411,US,Champlain College,http://www.champlain.edu/
7412,US,Chapman University,http://www.chapman.edu/
7413,US,Charles R. Drew University of Medicine and Science,http://www.cdrewu.edu/
7414,US,Charleston Southern University,http://www.csuniv.edu/
7416,US,Chatham College,http://www.chatham.edu/
7417,US,Chestnut Hill College,http://www.chc.edu/
7419,US,Chicago State University,http://www.csu.edu/
7420,US,Chowan College,http://www.chowan.edu/
7422,US,Christian Brothers University,http://www.cbu.edu/
7424,US,Christopher Newport University,http://www.cnu.edu/
7426,US,City University,http://www.cityu.edu/
7428,US,"City University of New York, Brooklyn College",http://www.brooklyn.cuny.edu/
7429,US,"City University of New York, City College",http://www.ccny.cuny.edu/
7430,US,"City University of New York, College of Staten Island",http://www.csi.cuny.edu/
7431,US,City University of New York (CUNY) System,http://www.cuny.edu/
7432,US,"City University of New York, Graduate School and University Center",http://www.gc.cuny.edu/
7433,US,"City University of New York, Hunter College",http://www.hunter.cuny.edu/
7434,US,"City University of New York, John Jay College of Criminal Justice",http://www.jjay.cuny.edu/
7435,US,"City University of New York, Lehman College",http://www.lehman.cuny.edu/
7437,US,City University of New York Medical School / Sophie Davis School of Biomedical Education,http://med.cuny.edu/
7439,US,"City University of New York, Queens College",http://www.qc.edu/
7440,US,"City University of New York, School of Law at Queens College",http://www.law.cuny.edu/
7446,US,Clarion University,http://www.clarion.edu/
7447,US,Clark Atlanta University,http://www.cau.edu/
7449,US,Clarkson College,http://www.clarksoncollege.edu/
7450,US,Clarkson University,http://www.clarkson.edu/
7451,US,Clark University,http://www.clarku.edu/
7452,US,Clayton College & State University,http://www.clayton.edu/
7453,US,Clearwater Christian College,http://www.clearwater.edu/
7454,US,Cleary College,http://www.cleary.edu/
7455,US,Clemson University,http://www.clemson.edu/
7458,US,Cleveland Institute of Art,http://www.cia.edu/
7459,US,Cleveland Institute of Music,http://www.cim.edu/
7460,US,Cleveland State University,http://www.csuohio.edu/
7461,US,Coastal Carolina University,http://www.coastal.edu/
7463,US,Cogswell Polytechnical College,http://www.cogswell.edu/
7464,US,Coker College,http://www.coker.edu/
7465,US,Colby College,http://www.colby.edu/
7469,US,"CollegeAmerica, Denver",http://www.collegeamerica.edu/
7470,US,"CollegeAmerica, Phoenix",http://www.collegeamerica.edu/
7476,US,College of Charleston,http://www.cofc.edu/
7477,US,College of DuPage,http://www.cod.edu/
7478,US,College of Idaho,http://www.collegeofidaho.edu/
7479,US,College of Mount St. Joseph,http://www.msj.edu/
7480,US,College of Mount St. Vincent,http://www.cmsv.edu/
7483,US,College of Notre Dame of Maryland,http://www.ndm.edu/
7486,US,College of St. Catherine,http://www.stkate.edu/
7489,US,College of St. Mary,http://www.csm.edu/
7490,US,College of St. Rose,http://www.strose.edu/
7491,US,College of St. Scholastica,http://www.css.edu/
7492,US,College of the Atlantic,http://www.coa.edu/
7493,US,College of the Holy Cross,http://www.holycross.edu/
7494,US,College of the Ozarks,http://www.cofo.edu/
7496,US,College of William and Mary,http://www.wm.edu/
7497,US,Colorado Christian University,http://www.ccu.edu/
7500,US,Colorado State University,http://www.colostate.edu/
7503,US,Columbia College Chicago,http://www.colum.edu/
7505,US,Columbia College of Missouri,http://www.ccis.edu/
7509,US,Columbia Southern University,http://www.columbiasouthern.edu/
7512,US,Columbus College of Art and Design,http://www.ccad.edu/
7516,US,Concord College,http://www.concord.edu/
7518,US,"Concordia College, Bronxville",http://www.concordia-ny.edu/
7519,US,"Concordia College, Moorhead",http://www.cord.edu/
7521,US,"Concordia College, Seward",http://www.cune.edu/
7523,US,"Concordia University, Austin",http://www.concordia.edu/
7525,US,"Concordia University, Mequon",http://www.cuw.edu/
7528,US,Connecticut College,http://www.conncoll.edu/
7530,US,Conway School of Landscape Design,http://www.csld.edu/
7531,US,Coppin State College,http://www.coppin.edu/
7534,US,Cornish College of the Arts,http://www.cornish.edu/
7536,US,Covenant College,http://www.covenant.edu/
7537,US,Cranbrook Academy of Art,http://www.cranbrookart.edu/
7538,US,Creighton University,http://www.creighton.edu/
7541,US,Culver-Stockton College,http://www.culver.edu/
7543,US,Cumberland University,http://www.cumberland.edu/
7545,US,Daemen College,http://www.daemen.edu/
7546,US,Dakota State University,http://www.dsu.edu/
7548,US,Dallas Baptist University,http://www.dbu.edu/
7549,US,Dallas Christian College,http://www.dallas.edu/
7554,US,Darton College,http://www.darton.edu/
7558,US,Davidson College,http://www.davidson.edu/
7565,US,Denison University,http://www.denison.edu/
7568,US,DePaul University,http://www.depaul.edu/
7569,US,DePauw University,http://www.depauw.edu/
7570,US,DeSales University,http://www.desales.edu/
7584,US,Dickinson College,http://www.dickinson.edu/
7586,US,Dillard University,http://www.dillard.edu/
7588,US,Dixie College,http://www.dixie.edu/
7589,US,Doane College,http://www.doane.edu/
7591,US,Dominican College of San Rafael,http://www.dominican.edu/
7592,US,Dominican School of Philosophy and Theology,http://www.dspt.edu/
7593,US,Dominican University,http://www.dom.edu/
7597,US,Drake University,http://www.drake.edu/
7598,US,Drew University,http://www.drew.edu/
7599,US,Drexel University,http://www.drexel.edu/
7601,US,Duke University,http://www.duke.edu/
7603,US,Duquesne University,http://www.duq.edu/
7604,US,D'Youville College,http://www.dyc.edu/
7607,US,East Carolina University,http://www.ecu.edu/
7608,US,East Central University,http://www.ecok.edu/
7609,US,Eastern College,http://www.eastern.edu/
7612,US,Eastern Illinois University,http://www.eiu.edu/
7614,US,Eastern Mennonite University,http://www.emu.edu/
7615,US,Eastern Michigan University,http://www.emich.edu/
7617,US,Eastern New Mexico University,http://www.enmu.edu/
7619,US,Eastern Virginia Medical School,http://www.evms.edu/
7620,US,Eastern Washington University,http://www.ewu.edu/
7621,US,East Stroudsburg State University,http://www.esu.edu/
7622,US,East Tennessee State University,http://www.etsu.edu/
7623,US,East Texas Baptist University,http://www.etbu.edu/
7624,US,East-West University,http://www.eastwest.edu/
7626,US,Edgewood College,http://www.edgewood.edu/
7627,US,Edinboro University of Pennsylvania,http://www.edinboro.edu/
7630,US,Elizabeth City State University,http://www.ecsu.edu/
7631,US,Elizabethtown College,http://www.etown.edu/
7632,US,Elmhurst College,http://www.elmhurst.edu/
7633,US,Elmira College,http://www.elmira.edu/
7635,US,Elon College,http://www.elon.edu/
7636,US,Embry-Riddle Aeronautical University,http://www.embryriddle.edu/
7637,US,"Embry Riddle Aeronautical University, Prescott",http://www.prescott.erau.edu/
7638,US,Emerson College,http://www.emerson.edu/
7639,US,Emmanuel College,http://www.emmanuel.edu/
7641,US,Emmaus Bible College,http://www.emmaus.edu/
7642,US,Emory & Henry College,http://www.ehc.edu/
7643,US,Emory University,http://www.emory.edu/
7644,US,Emporia State University,http://www.emporia.edu/
7649,US,Evergreen State College,http://www.evergreen.edu/
7651,US,Excelsior College,http://www.regents.edu/
7652,US,Fairfield University,http://www.fairfield.edu/
7657,US,Faulkner University,http://www.faulkner.edu/
7658,US,Fayetteville State University,http://www.uncfsu.edu/
7659,US,Felician College,http://www.felician.edu/
7661,US,Ferrum College,http://www.ferrum.edu/
7668,US,Flagler College,http://www.flagler.edu/
7669,US,Florida Agricultural and Mechanical University,http://www.famu.edu/
7670,US,Florida Atlantic University,http://www.fau.edu/
7673,US,Florida Gulf Coast University,http://www.fgcu.edu/
7674,US,Florida Institute of Technology,http://www.fit.edu/
7675,US,Florida International University,http://www.fiu.edu/
7676,US,Florida Memorial College,http://www.fmc.edu/
7681,US,Florida Southern College,http://www.flsouthern.edu/
7682,US,Florida State University,http://www.fsu.edu/
7685,US,Foothill-De Anza Community College District,http://www.fhda.edu/
7686,US,Fordham University,http://www.fordham.edu/
7688,US,Fort Hays State University,http://www.fhsu.edu/
7689,US,Fort Lewis College,http://www.fortlewis.edu/
7694,US,Francis Marion University,http://www.fmarion.edu/
7695,US,Franklin and Marshall College,http://www.fandm.edu/
7699,US,Franklin University,http://www.franklin.edu/
7700,US,Franklin W. Olin College of Engineering,http://www.olin.edu/
7703,US,Freed-Hardeman University,http://www.fhu.edu/
7704,US,Free University (Virginia Theological University),http://www.vtu.edu/
7706,US,Fresno City College,http://www.fresnocitycollege.edu/
7707,US,Fresno Pacific University,http://www.fresno.edu/
7712,US,Gallaudet University,http://www.gallaudet.edu/
7715,US,Gemological Institute of America,http://www.gia.edu/
7716,US,Geneva College,http://www.geneva.edu/
7717,US,George Fox University,http://www.georgefox.edu/
7718,US,George Mason University,http://www.gmu.edu/
7719,US,Georgetown College,http://www.georgetowncollege.edu/
7720,US,Georgetown University,http://www.georgetown.edu/
7726,US,Georgia Institute of Technology,http://www.gatech.edu/
7731,US,Georgia State University,http://www.gsu.edu/
7732,US,Gettysburg College,http://www.gettysburg.edu/
7733,US,Glendale University College of Law,http://www.glendalelaw.edu/
7736,US,God's Bible School and College,http://www.gbs.edu/
7737,US,Golden Gate University,http://www.ggu.edu/
7739,US,Gonzaga University,http://www.gonzaga.edu/
7741,US,Gordon Conwell Theological Seminary,http://www.gcts.edu/
7742,US,Goshen College,http://www.goshen.edu/
7743,US,Goucher College,http://www.goucher.edu/
7744,US,Governors State University,http://www.govst.edu/
7749,US,Graduate Theological Union,http://www.gtu.edu/
7751,US,Grand Canyon University,http://www.gcu.edu/
7754,US,Grantham University,http://www.grantham.edu/
7756,US,Great Lakes Christian College,http://www.glcc.edu/
7759,US,Greenville College,http://www.greenville.edu/
7760,US,Grinnell College,http://www.grinnell.edu/
7761,US,Grove City College,http://www.gcc.edu/
7762,US,Guilford College,http://www.guilford.edu/
7763,US,Gustavus Adolphus College,http://www.gac.edu/
7766,US,Hamilton College,http://www.hamilton.edu/
7768,US,Hamline University,http://www.hamline.edu/
7769,US,Hampden-Sydney College,http://www.hsc.edu/
7770,US,Hampshire College,http://www.hampshire.edu/
7773,US,Hannibal-Lagrange College,http://www.hlg.edu/
7775,US,Harding University,http://www.harding.edu/
7779,US,Harris-Stowe State University,http://www.hssu.edu/
7783,US,Harvard University,http://www.harvard.edu/
7784,US,Harvey Mudd College,http://www.hmc.edu/
7785,US,Hastings College,http://www.hastings.edu/
7786,US,Haverford College,http://www.haverford.edu/
7787,US,Hawaii Pacific University,http://www.hpu.edu/
7789,US,Hebrew College,http://www.hebrewcollege.edu/
7790,US,Heidelberg College,http://www.heidelberg.edu/
7791,US,Henderson State Univerisity,http://www.hsu.edu/
7793,US,Heritage College,http://www.heritage.edu/
7796,US,Hilbert College,http://www.hilbert.edu/
7798,US,Hiram College,http://www.hiram.edu/
7799,US,Hobart and William Smith Colleges,http://www.hws.edu/
7801,US,Hodges University,http://www.hodges.edu/
7803,US,Hollins University,http://www.hollins.edu/
7808,US,Hood College,http://www.hood.edu/
7810,US,Hope International University,http://www.hiu.edu/
7812,US,Houston Baptist University,http://www.hbu.edu/
7814,US,Howard University,http://www.howard.edu/
7815,US,Humboldt State University,http://www.humboldt.edu/
7819,US,Husson College,http://www.husson.edu/
7820,US,Huston-Tillotson College,http://www.htc.edu/
7823,US,Idaho State University,http://www.isu.edu/
7826,US,Illinois College,http://www.ic.edu/
7827,US,Illinois College of Optometry,http://www.ico.edu/
7828,US,Illinois Institute of Technology,http://www.iit.edu/
7831,US,Illinois State University,http://www.ilstu.edu/
7832,US,Illinois Valley Community College,http://www.ivcc.edu/
7833,US,Illinois Wesleyan University,http://www.iwu.edu/
7837,US,Indiana State University,http://www.indstate.edu/
7838,US,Indiana University at Bloomington,http://www.iub.edu/
7839,US,Indiana University at Kokomo,http://www.iuk.edu/
7840,US,Indiana University at South Bend,http://www.iusb.edu/
7843,US,Indiana University of Pennsylvania,http://www.iup.edu/
7846,US,Indiana University-Purdue University at Indianapolis,http://www.iupui.edu/
7848,US,Indiana University (System),http://www.indiana.edu/
7849,US,Indiana Wesleyan University,http://www.indwes.edu/
7859,US,Iona College,http://www.iona.edu/
7860,US,Iowa State University of Science and Technology,http://www.iastate.edu/
7862,US,Ithaca College,http://www.ithaca.edu/
7868,US,Jackson State University,http://www.jsums.edu/
7869,US,Jacksonville State University,http://www.jsu.edu/
7870,US,Jacksonville University,http://www.ju.edu/
7871,US,James Madison University,http://www.jmu.edu/
7874,US,John Brown University,http://www.jbu.edu/
7875,US,John Carroll University,http://www.jcu.edu/
7876,US,John F. Kennedy University,http://www.jfku.edu/
7881,US,Johnson County Community College,http://www.jccc.edu/
7882,US,Johnson C. Smith University,http://www.jcsu.edu/
7884,US,Johnson & Wales University,http://www.jwu.edu/
7890,US,Judson College Marion,http://home.judson.edu/
7892,US,Kalamazoo College,http://www.kzoo.edu/
7894,US,Kansas City Art Institute,http://www.kcai.edu/
7895,US,Kansas State University,http://www.ksu.edu/
7896,US,Kansas Wesleyan University,http://www.kwu.edu/
7899,US,Kean University of New Jersey,http://www.kean.edu/
7900,US,Keck Graduate Institute of Applied Life Sciences,http://www.kgi.edu/
7901,US,Keene State College,http://www.keene.edu/
7905,US,Kennesaw State University,http://www.kennesaw.edu/
7906,US,Kent State University,http://www.kent.edu/
7910,US,Kent State University - Stark,http://www.stark.kent.edu/
7913,US,Kentucky Christian College,http://www.kcc.edu/
7914,US,Kentucky State University,http://www.kysu.edu/
7916,US,Kenyon College,http://www.kenyon.edu/
7917,US,Kettering University (GMI),http://www.kettering.edu/
7918,US,Keuka College,http://www.keuka.edu/
7920,US,King's College,http://www.kings.edu/
7922,US,Kirkwood Community College,http://www.kirkwood.edu/
7923,US,Knox College,http://www.knox.edu/
7924,US,Knoxville College,http://www.knoxvillecollege.edu/
7925,US,Kutztown University of Pennsylvania,http://www.kutztown.edu/
7926,US,Laboratory Institute of Merchandising,http://www.limcollege.edu/
7932,US,Lakeland College,http://www.lakeland.edu/
7934,US,Lakeview College of Nursing,http://www.lakeviewcol.edu/
7935,US,Lamar University,http://www.lamar.edu/
7939,US,Lander University,http://www.lander.edu/
7940,US,Lane College,http://www.lanecollege.edu/
7942,US,La Roche College,http://www.laroche.edu/
7943,US,La Salle University,http://www.lasalle.edu/
7944,US,Lasell College,http://www.lasell.edu/
7945,US,La Sierra University,http://www.lasierra.edu/
7947,US,Lawrence Technological University,http://www.ltu.edu/
7948,US,Lawrence University,http://www.lawrence.edu/
7949,US,Lebanon Valley College,http://www.lvc.edu/
7950,US,Lees-McRae College,http://www.lmc.edu/
7952,US,Lehigh Univervsity,http://www.lehigh.edu/
7956,US,Lesley University,http://www.lesley.edu/
7957,US,Letourneau University,http://www.letu.edu/
7958,US,Lewis and Clark College,http://www.lclark.edu/
7960,US,Lewis-Clark State College,http://www.lcsc.edu/
7961,US,Lewis University,http://www.lewisu.edu/
7965,US,Limestone College,http://www.limestone.edu/
7967,US,Lincoln University Missouri,http://www.lincolnu.edu/
7968,US,Lincoln University Pennsylvania,http://www.lincoln.edu/
7970,US,Lindenwood University,http://www.lindenwood.edu/
7971,US,Lindsey Wilson College,http://www.lindsey.edu/
7972,US,Linfield College,http://www.linfield.edu/
7973,US,Lipscomb University,http://www.lipscomb.edu/
7974,US,Livingstone College,http://www.livingstone.edu/
7975,US,Lock Haven University of Pennsylvania,http://www.lhup.edu/
7977,US,Loma Linda University,http://www.llu.edu/
7982,US,Loras College,http://www.loras.edu/
7983,US,Los Angeles College of Chiropractic,http://www.lacc.edu/
7984,US,Louisiana Baptist University,http://www.lbu.edu/
7985,US,Louisiana College,http://www.lacollege.edu/
7986,US,Louisiana State University and Agricultural and Mechanical College,http://www.lsu.edu/
7987,US,Louisiana State University at Alexandria,http://www.lsua.edu/
7988,US,Louisiana State University at Eunice,http://www.lsue.edu/
7989,US,Louisiana State University Health Sciences Center New Orleans,http://www.lsuhsc.edu/
7990,US,Louisiana State University in Shreveport,http://www.lsus.edu/
7991,US,Louisiana Tech University,http://www.latech.edu/
7992,US,Lourdes College,http://www.lourdes.edu/
7993,US,Loyola College in Maryland,http://www.loyola.edu/
7994,US,Loyola Marymount University,http://www.lmu.edu/
7995,US,Loyola University New Orleans,http://www.loyno.edu/
7996,US,Loyola University of Chicago,http://www.luc.edu/
7997,US,Lubbock Christian University,http://www.lcu.edu/
7999,US,Luther College,http://www.luther.edu/
8000,US,Lycoming College,http://www.lycoming.edu/
8001,US,Lynchburg College,http://www.lynchburg.edu/
8002,US,Lyndon State College,http://www.lsc.vsc.edu/
8004,US,Lyon College,http://www.lyon.edu/
8010,US,Maharishi University of Management,http://www.mum.edu/
8011,US,Maine College of Art,http://www.meca.edu/
8013,US,Malone College,http://www.malone.edu/
8014,US,Manchester College,http://www.manchester.edu/
8018,US,Manhattanville College,http://www.mville.edu/
8022,US,Marian College,http://www.marian.edu/
8024,US,Marietta College,http://www.marietta.edu/
8025,US,Marist College,http://www.marist.edu/
8026,US,Marlboro College,http://www.marlboro.edu/
8027,US,Marquette University,http://www.mu.edu/
8028,US,Marshall University,http://www.marshall.edu/
8030,US,Martin Luther College,http://www.mlc-wels.edu/
8032,US,Martin University,http://www.martin.edu/
8035,US,Marygrove College,http://www.marygrove.edu/
8040,US,Maryville College,http://www.maryvillecollege.edu/
8044,US,Massachusetts College of Art,http://www.massart.edu/
8045,US,Massachusetts College of Liberal Arts,http://www.mcla.mass.edu/
8046,US,Massachusetts College of Pharmacy and Allied Health Sciences,http://www.mcp.edu/
8047,US,Massachusetts Institute of Technology,http://www.mit.edu/
8053,US,McKendree College,http://www.mckendree.edu/
8054,US,McMurry University,http://www.mcm.edu/
8055,US,McNeese State University,http://www.mcneese.edu/
8057,US,Medaille College,http://www.medaille.edu/
8063,US,Medical University of South Carolina,http://www.musc.edu/
8067,US,Mennonite College of Nursing,http://www.mcn.ilstu.edu/
8068,US,Mercer University,http://www.mercer.edu/
8071,US,Mercyhurst College,http://www.mercyhurst.edu/
8072,US,Meredith College,http://www.meredith.edu/
8073,US,Merrimack College,http://www.merrimack.edu/
8075,US,Messiah College,http://www.messiah.edu/
8079,US,MGH Institute of Health Professions,http://www.mghihp.edu/
8080,US,Miami Dade College,http://www.mdc.edu/
8081,US,Miami University of Ohio,http://www.muohio.edu/
8082,US,Miami University of Ohio - Hamilton,http://www.ham.muohio.edu/
8083,US,Miami University of Ohio - Middletown,http://www.mid.muohio.edu/
8086,US,Michigan Technological University,http://www.mtu.edu/
8090,US,Middlebury College,http://www.middlebury.edu/
8091,US,Middle Tennessee State University,http://www.mtsu.edu/
8093,US,Midway College,http://www.midway.edu/
8095,US,Midwestern University,http://www.midwestern.edu/
8102,US,Mills College,http://www.mills.edu/
8105,US,Milwaukee School of Engineering,http://www.msoe.edu/
8106,US,Minneapolis College of Art and Design,http://www.mcad.edu/
8109,US,Minot State University,http://www.misu.nodak.edu/
8110,US,Mississippi College,http://www.mc.edu/
8111,US,Mississippi State University,http://www.msstate.edu/
8112,US,Mississippi University for Women,http://www.muw.edu/
8113,US,Mississippi Valley State University,http://www.mvsu.edu/
8117,US,Missouri University of Science and Technology,http://www.mst.edu/
8120,US,Molloy College,http://www.molloy.edu/
8121,US,Monmouth University,http://www.monmouth.edu/
8122,US,Montana State University,http://www.montana.edu/
8123,US,Montana State University - Billings,http://www.msubillings.edu/
8124,US,Montana State University - Northern,http://www.msun.edu/
8125,US,Montana Tech,http://www.mtech.edu/
8126,US,Montclair State University,http://www.montclair.edu/
8127,US,Monterey Institute of International Studies,http://www.miis.edu/
8128,US,Montreat College,http://www.montreat.edu/
8129,US,Montserrat College of Art,http://www.montserrat.edu/
8131,US,Moore College of Art and Design,http://www.moore.edu/
8134,US,Moravian College,http://www.moravian.edu/
8137,US,Morehouse School of Medicine,http://www.msm.edu/
8138,US,Morgan State University,http://www.morgan.edu/
8139,US,Morningside College,http://www.morningside.edu/
8144,US,Mount Aloysius College,http://www.mtaloy.edu/
8146,US,Mount Holyoke College,http://www.mtholyoke.edu/
8149,US,Mount Mary College,http://www.mtmary.edu/
8150,US,Mount Mercy College,http://www.mtmercy.edu/
8153,US,Mount Sinai School of Medicine,http://www.mssm.edu/
8157,US,Mount St. Mary's College Maryland,http://www.msmary.edu/
8158,US,Mount Union College,http://www.mountunion.edu/
8162,US,Multnomah Bible College,http://www.multnomah.edu/
8164,US,Muskingum College,http://www.muskingum.edu/
8166,US,National American University,http://www.national.edu/
8176,US,National Hispanic University,http://www.nhu.edu/
8177,US,National-Louis University,http://www.nl.edu/
8182,US,Nazarene Bible College,http://www.nbc.edu/
8183,US,Nazareth College,http://www.naz.edu/
8184,US,Nebraska Christian College,http://www.nechristian.edu/
8186,US,Nebraska Wesleyan University,http://www.nebrwesleyan.edu/
8187,US,Neumann College,http://www.neumann.edu/
8188,US,Newberry College,http://www.newberry.edu/
8189,US,New College of California,http://www.newcollege.edu/
8196,US,New England School of Communications,http://www.nescom.edu/
8200,US,New Jersey Institute of Technology,http://www.njit.edu/
8204,US,New Mexico State University,http://www.nmsu.edu/
8206,US,"New York Academy of Art, Graduate School of Figurative Art",http://www.nyaa.edu/
8208,US,New York College of Podiatric Medicine,http://www.nycpm.edu/
8210,US,New York Institute of Technology,http://www.nyit.edu/
8212,US,New York Medical College,http://www.nymc.edu/
8213,US,New York School of Interior Design,http://www.nysid.edu/
8214,US,New York University,http://www.nyu.edu/
8215,US,Niagara University,http://www.niagara.edu/
8217,US,Nichols College,http://www.nichols.edu/
8219,US,North Carolina Agricultural and Technical State University,http://www.ncat.edu/
8220,US,North Carolina Central University,http://www.nccu.edu/
8223,US,North Carolina Wesleyan College,http://www.ncwc.edu/
8224,US,North Central Bible College,http://www.ncbc.edu/
8225,US,North Central College,http://www.noctrl.edu/
8228,US,Northeastern Illinois University,http://www.neiu.edu/
8230,US,Northeastern State University,http://www.nsuok.edu/
8231,US,Northeastern University,http://www.neu.edu/
8232,US,Northern Arizona University,http://www.nau.edu/
8233,US,Northern Illinois University,http://www.niu.edu/
8234,US,Northern Kentucky University,http://www.nku.edu/
8235,US,Northern Michigan University,http://www.nmu.edu/
8236,US,Northern State University,http://www.northern.edu/
8242,US,North Park University,http://www.northpark.edu/
8245,US,Northwestern College Iowa,http://www.nwciowa.edu/
8247,US,Northwestern College St. Paul,http://www.nwc.edu/
8249,US,Northwestern State University of Louisiana,http://www.nsula.edu/
8251,US,Northwest Missouri State University,http://www.nwmissouri.edu/
8252,US,Northwest Nazarene University,http://www.nnu.edu/
8254,US,Northwood University,http://www.northwood.edu/
8257,US,Norwich University,http://www.norwich.edu/
8260,US,Notre Dame de Namur University,http://www.ndnu.edu/
8261,US,Nova Southeastern University,http://www.nova.edu/
8264,US,Oakland University,http://www.oakland.edu/
8265,US,Oakton Community College,http://www.oakton.edu/
8266,US,Oakwood College,http://www.oakwood.edu/
8267,US,Oberlin College,http://www.oberlin.edu/
8268,US,Occidental College,http://www.oxy.edu/
8269,US,Oglala Lakota College,http://www.olc.edu/
8273,US,Ohio Northern University,http://www.onu.edu/
8287,US,Oklahoma Baptist University,http://www.okbu.edu/
8288,US,Oklahoma Christian University,http://www.oc.edu/
8289,US,Oklahoma City University,http://www.okcu.edu/
8290,US,Oklahoma Panhandle State University,http://www.opsu.edu/
8292,US,Oklahoma State University Center for Health Sciences,http://osu.com.okstate.edu/
8293,US,Oklahoma State University - Institute of Technology,http://www.osuit.edu/
8294,US,Oklahoma State University - Oklahoma City,http://www.osuokc.edu/
8296,US,Old Dominion University,http://www.odu.edu/
8299,US,Olivet Nazarene University,http://www.olivet.edu/
8301,US,Oral Roberts University,http://www.oru.edu/
8304,US,Oregon Health Sciences University,http://www.ohsu.edu/
8305,US,Oregon Institute of Technology,http://www.oit.edu/
8306,US,Oregon State University,http://www.orst.edu/
8310,US,Ouachita Baptist University,http://www.obu.edu/
8312,US,Our Lady of the Lake University,http://www.ollusa.edu/
8314,US,Pace University,http://www.pace.edu/
8319,US,Pacific Lutheran University,http://www.plu.edu/
8321,US,Pacific Oaks College,http://www.pacificoaks.edu/
8323,US,Pacific University,http://www.pacificu.edu/
8325,US,Paine College,http://www.paine.edu/
8326,US,Palm Beach Atlantic University,http://www.pba.edu/
8327,US,Palm Beach State College,http://www.palmbeachstate.edu/
8328,US,Palmer College of Chiropractic,http://www.palmer.edu/
8337,US,Pennsylvania Institute of Technology,http://www.pit.edu/
8338,US,Pennsylvania State University,http://www.psu.edu/
8350,US,Peru State College,http://www.peru.edu/
8351,US,Pfeiffer University,http://www.pfeiffer.edu/
8353,US,Philadelphia College of Osteopathic Medicine,http://www.pcom.edu/
8357,US,Phillips University,http://www.phillips.edu/
8359,US,Piedmont College,http://www.piedmont.edu/
8362,US,Pittsburg State University,http://www.pittstate.edu/
8364,US,Plymouth State College,http://www.plymouth.edu/
8367,US,Polytechnic University,http://www.poly.edu/
8370,US,Pomona College,http://www.pomona.edu/
8371,US,Portland Community College,http://www.pcc.edu/
8372,US,Portland State University,http://www.pdx.edu/
8373,US,Post University of Waterbury,http://www.post.edu/
8375,US,Pratt Institute,http://www.pratt.edu/
8376,US,Presbyterian College,http://www.presby.edu/
8383,US,Purdue University,http://www.purdue.edu/
8386,US,Quantum-Veritas International University,http://www.qvius.edu/
8387,US,Queens College,http://www.queens.edu/
8389,US,Quinnipiac College,http://www.quinnipiac.edu/
8391,US,Ramapo College of New Jersey,http://www.ramapo.edu/
8395,US,Rasmussen College,http://www.rasmussen.edu/
8401,US,Reed College,http://www.reed.edu/
8406,US,Regis University,http://www.regis.edu/
8408,US,Rensselaer Polytechnic Institute,http://www.rpi.edu/
8410,US,Rhode Island College,http://www.ric.edu/
8411,US,Rhode Island School of Design,http://www.risd.edu/
8412,US,Rhodes College,http://www.rhodes.edu/
8413,US,Rice University,http://www.rice.edu/
8414,US,Richard Stockton College of New Jersey,http://www.stockton.edu/
8416,US,Ringling College of Art and Design,http://www.ringling.edu/
8417,US,Ripon College,http://www.ripon.edu/
8420,US,Roanoke College,http://www.roanoke.edu/
8421,US,Robert Morris College,http://www.robert-morris.edu/
8425,US,Rochester Institute of Technology,http://www.rit.edu/
8426,US,Rockford College,http://www.rockford.edu/
8427,US,Rockhurst College,http://www.rockhurst.edu/
8429,US,Rocky Mountain College,http://www.rocky.edu/
8432,US,Roger Williams University,http://www.rwu.edu/
8433,US,Rollins College,http://www.rollins.edu/
